clone_id,fragment_index,file_path,file_id,service,start_line,end_line,line_count,file_type,modified_commits,modified_count
27,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4635,4642,8,logic,[],0
27,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5371,5378,8,logic,[],0
27,3,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6062,6069,8,logic,[],0
27,4,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,592,598,7,logic,[],0
27,5,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,2062,2068,7,logic,[],0
28,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,586,593,8,logic,[],0
28,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,587,594,8,logic,[],0
28,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,588,595,8,logic,[],0
28,3,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,589,596,8,logic,[],0
28,4,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,590,597,8,logic,[],0
28,5,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4636,4643,8,logic,[],0
28,6,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4637,4644,8,logic,[],0
28,7,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4638,4645,8,logic,[],0
28,8,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4639,4646,8,logic,[],0
28,9,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5372,5379,8,logic,[],0
28,10,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5373,5380,8,logic,[],0
28,11,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5374,5381,8,logic,[],0
28,12,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6063,6070,8,logic,[],0
28,13,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6064,6071,8,logic,[],0
28,14,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6065,6072,8,logic,[],0
28,15,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,1530,1536,7,logic,[],0
29,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,591,597,7,logic,[],0
29,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,4640,4646,7,logic,[],0
29,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,586,593,8,logic,[],0
29,3,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,2057,2064,8,logic,[],0
29,4,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,2793,2800,8,logic,[],0
29,5,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,3484,3491,8,logic,[],0
30,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,737,746,10,logic,[],0
30,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6337,6346,10,logic,[],0
30,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
30,3,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
30,4,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,738,747,10,logic,[],0
30,5,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,3759,3768,10,logic,[],0
30,6,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js,9,dotnet-otlp-server,6,6,1,logic,[],0
30,7,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js,9,dotnet-otlp-server,6,6,1,logic,[],0
31,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,1394,1400,7,logic,[],0
31,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,1644,1650,7,logic,[],0
32,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,1439,1447,9,logic,[],0
32,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,6710,6718,9,logic,[],0
32,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,2532,2540,9,logic,[],0
